"HALL_ID";"THEATRE_ID";"HALL_NAME";"PLACES";"EXP_3D";"EXP_IMAX";"EXP_LASER";"EXP_DVD"
3653;2272;"8 (VIP)";42;"1";"0";"0";"0"
3654;2272;"1";153;"1";"0";"0";"0"
3655;2272;"2";153;"1";"0";"0";"0"
3656;2272;"3";179;"1";"0";"0";"0"
3657;2272;"4";179;"1";"0";"0";"0"
3658;2272;"5";179;"1";"0";"0";"0"
3659;2272;"6";179;"1";"0";"0";"0"
3660;2272;"7";263;"1";"0";"0";"0"
3689;1674;"09";40;"1";"0";"0";"0"
3690;1674;"10";40;"1";"0";"0";"0"
3699;2311;"01";177;"0";"0";"0";"0"
3700;2311;"02";230;"0";"0";"0";"0"
3701;2311;"03";208;"0";"0";"0";"0"
3702;2311;"04";231;"1";"0";"0";"0"
3703;2311;"05";73;"1";"0";"0";"0"
3704;2311;"06";232;"1";"0";"0";"0"
3705;2311;"07";232;"1";"0";"0";"0"
3706;2311;"08";232;"1";"0";"0";"0"
3707;2311;"09";178;"0";"0";"0";"0"
3708;2311;"10";78;"1";"1";"0";"0"
3767;2328;"01";336;"1";"0";"0";"0"
3768;2328;"02";131;"1";"0";"0";"0"
3769;2328;"03";131;"0";"0";"0";"0"
3770;2328;"04";131;"0";"0";"0";"0"
3771;2328;"05";131;"1";"0";"0";"0"
3772;2328;"06";206;"1";"0";"0";"0"
3773;2328;"07";193;"1";"0";"0";"0"
3774;2328;"08";115;"1";"0";"0";"0"
3775;2328;"09";154;"1";"0";"0";"0"
3829;2330;"Зал IMAX";387;"1";"1";"0";"0"
3830;2330;"Зал 2";119;"1";"0";"0";"0"
3831;2330;"Зал 3";119;"1";"0";"0";"0"
3832;2330;"Зал 4";281;"1";"0";"0";"0"
3833;2330;"Зал 5";281;"1";"0";"0";"0"
3834;2330;"Зал 6";275;"1";"0";"0";"0"
3835;2330;"Зал 7";132;"1";"0";"0";"0"
3836;2330;"Зал 8";142;"1";"0";"0";"0"
3842;2335;"01";100;"1";"0";"0";"0"
3843;2335;"02";117;"1";"0";"0";"0"
3844;2335;"03";167;"1";"0";"0";"0"
3845;2335;"04";146;"1";"0";"0";"0"
3846;2335;"05";422;"1";"1";"0";"0"
3847;2335;"06";203;"1";"0";"0";"0"
3848;2335;"07";86;"1";"0";"0";"0"
3849;2335;"08";44;"1";"0";"0";"0"
3850;2335;"09";185;"1";"0";"0";"0"
3918;2361;"Зал №1";122;"1";"0";"0";"0"
3919;2361;"Зал №2";122;"1";"0";"0";"0"
3920;2361;"Зал №3";122;"1";"0";"0";"0"
3921;2361;"Зал №4";122;"1";"0";"0";"0"
3922;2361;"Зал №5";122;"1";"0";"0";"0"
3923;2361;"Зал №6";122;"1";"0";"0";"0"
3924;2361;"Зал №7";122;"1";"0";"0";"0"
3925;2361;"Зал №8";122;"1";"0";"0";"0"
3941;2369;"01";358;"1";"1";"0";"0"
3942;2369;"02";144;"1";"0";"0";"0"
3943;2369;"03";119;"1";"0";"0";"0"
3944;2369;"04";119;"1";"0";"0";"0"
3945;2369;"05";119;"1";"0";"0";"0"
3946;2369;"06";217;"1";"0";"0";"0"
3947;2369;"07";84;"1";"0";"0";"0"
3948;2369;"08";52;"1";"0";"0";"0"
4000;2377;"Зал 1";139;"1";"0";"0";"0"
4001;2377;"Зал 2";144;"1";"0";"0";"0"
4002;2377;"Зал 3";66;"1";"0";"0";"0"
4003;2377;"Зал 4";72;"1";"0";"0";"0"
4004;2377;"Зал 5";64;"1";"0";"0";"0"
4005;2377;"Зал 6";63;"1";"0";"0";"0"
4006;2377;"Зал 7";56;"1";"0";"0";"0"
4388;2544;"Зал 1";130;"1";"0";"0";"0"
4389;2544;"Зал 2";130;"1";"0";"0";"0"
4390;2544;"Зал 3";130;"1";"0";"0";"0"
4391;2544;"Зал 4";130;"1";"0";"0";"0"
4392;2544;"Зал 5";228;"1";"0";"0";"0"
4393;2544;"Зал 6";130;"1";"0";"0";"0"
4394;2544;"Зал 7";130;"1";"0";"0";"0"
4622;2630;"Зал №1";123;"1";"0";"0";"0"
4623;2630;"Зал №2";123;"1";"0";"0";"0"
4624;2630;"Зал №3";123;"1";"0";"0";"0"
4625;2630;"Зал №4";123;"1";"0";"0";"0"
4626;2630;"Зал №5";127;"1";"0";"0";"0"
4627;2630;"Зал №6";123;"1";"0";"0";"0"
4628;2630;"Зал №7";123;"1";"0";"0";"0"
4629;2630;"Зал №8";123;"1";"0";"0";"0"
4630;2630;"Зал №9";152;"1";"0";"0";"0"
4631;2630;"Зал №10";152;"1";"0";"0";"0"
4896;2738;"1";184;"1";"0";"0";"0"
4897;2738;"2";184;"1";"0";"0";"0"
4898;2738;"3";184;"1";"0";"0";"0"
4899;2738;"4";184;"1";"0";"0";"0"
4901;2739;"1";135;"1";"0";"0";"0"
4902;2739;"2";135;"1";"0";"0";"0"
4903;2739;"3";135;"1";"0";"0";"0"
4904;2740;"1";173;"1";"0";"0";"0"
4905;2740;"2";173;"1";"0";"0";"0"
4906;2740;"3";174;"1";"0";"0";"0"
4907;2740;"4";163;"1";"0";"0";"0"
4908;2740;"5";173;"1";"0";"0";"0"
4909;2740;"6";174;"1";"0";"0";"0"
4910;2741;"1";84;"1";"0";"0";"0"
4911;2741;"2";160;"1";"0";"0";"0"
4912;2741;"3";129;"1";"0";"0";"0"
4913;2741;"4";134;"1";"0";"0";"0"
4914;2742;"1";139;"1";"0";"0";"0"
4915;2742;"2";139;"1";"0";"0";"0"
4916;2742;"3";139;"1";"0";"0";"0"
4917;2742;"4";139;"1";"0";"0";"0"
4918;2742;"5";139;"1";"0";"0";"0"
4919;2742;"6";139;"1";"0";"0";"0"
4922;2743;"1";112;"1";"0";"0";"0"
4923;2743;"2";112;"1";"0";"0";"0"
4924;2743;"3";146;"1";"0";"0";"0"
4925;2743;"4";146;"1";"0";"0";"0"
4932;2749;"Зал 1";119;"1";"0";"0";"0"
4933;2749;"Зал 2";119;"1";"0";"0";"0"
4934;2749;"Зал 3";146;"1";"0";"0";"0"
4935;2749;"Зал 4";212;"1";"0";"0";"0"
4936;2749;"Зал 5";138;"1";"0";"0";"0"
4937;2749;"Зал 6";144;"1";"0";"0";"0"
4938;2749;"Зал 7";228;"1";"0";"0";"0"
4939;2749;"Зал 8";201;"1";"0";"0";"0"
4943;2751;"1";135;"1";"0";"0";"0"
4944;2751;"2";135;"1";"0";"0";"0"
4945;2751;"3";135;"1";"0";"0";"0"
5098;2776;"Зал 1";134;"1";"0";"0";"0"
5099;2776;"Зал 2";134;"1";"0";"0";"0"
5100;2776;"Зал 3";134;"1";"0";"0";"0"
5101;2776;"Зал 4";125;"1";"0";"0";"0"
5102;2776;"Зал 5";125;"1";"0";"0";"0"
5103;2776;"Зал 6";125;"1";"0";"0";"0"
5104;2776;"Зал 7";125;"1";"0";"0";"0"
5105;2776;"Зал 8";125;"1";"0";"0";"0"
5106;2776;"Зал 9";124;"1";"0";"0";"0"
5116;1487;"2";144;"0";"0";"0";"0"
5183;2818;"01";144;"1";"0";"0";"0"
5184;2818;"02";359;"1";"1";"0";"0"
5185;2818;"03";189;"1";"0";"0";"0"
5186;2818;"04";134;"1";"0";"0";"0"
5187;2818;"05";220;"1";"0";"0";"0"
5188;2818;"06";58;"1";"0";"0";"0"
5189;2818;"07";44;"1";"0";"0";"0"
5190;2818;"08";165;"1";"0";"0";"0"
5191;2818;"09";126;"1";"0";"0";"0"
5195;2751;"4";135;"1";"0";"0";"0"
5252;2151;"Gaudi Hall";319;"1";"0";"0";"0"
5703;5383;"1";90;"1";"0";"0";"0"
5704;5383;"2";86;"1";"0";"0";"0"
5705;5383;"3";86;"1";"0";"0";"0"
5706;5383;"4";83;"1";"0";"0";"0"
5708;5384;"1";150;"1";"0";"0";"0"
5709;5384;"2";150;"1";"0";"0";"0"
5710;5384;"3";150;"1";"0";"0";"0"
5711;5384;"4";146;"1";"0";"0";"0"
5712;5384;"5";146;"1";"0";"0";"0"
5713;5384;"6";146;"1";"0";"0";"0"
5714;5384;"7";146;"1";"0";"0";"0"
5715;5384;"VIP";50;"1";"0";"0";"0"
5829;5448;"Зал VIP";47;"1";"0";"0";"0"
5830;5448;"Зал 2";220;"1";"0";"0";"0"
5831;5448;"Зал 3";220;"1";"0";"0";"0"
5832;5448;"Зал Европа Плюс";220;"1";"0";"0";"0"
5833;5448;"Зал 5";205;"1";"0";"0";"0"
5834;5448;"Зал 6";220;"1";"0";"0";"0"
5835;5448;"Зал 7";220;"1";"0";"0";"0"
5836;5448;"Зал 8";220;"1";"0";"0";"0"
5837;5448;"Зал 9";642;"1";"0";"0";"0"
5851;5452;"1";99;"1";"0";"0";"0"
5852;5452;"2";99;"1";"0";"0";"0"
5853;5452;"3";99;"1";"0";"0";"0"
5854;5452;"4";99;"1";"0";"0";"0"
5902;5482;"Зал 1";152;"1";"0";"0";"0"
5903;5482;"Зал 2";131;"1";"0";"0";"0"
5904;5482;"Зал 3";119;"1";"0";"0";"0"
5905;5482;"Зал 4";183;"1";"0";"0";"0"
5906;5482;"Зал 5";273;"1";"0";"0";"0"
5907;5482;"Зал 6 Dolby Atmos зал";455;"1";"0";"0";"0"
5908;5482;"Зал 7";264;"1";"0";"0";"0"
5909;5482;"КОМФОРТ зал";89;"1";"0";"0";"0"
5991;5496;"Зал 1";100;"1";"0";"0";"0"
5992;5496;"Зал 2";100;"1";"0";"0";"0"
5993;5496;"Зал 3";100;"1";"0";"0";"0"
5994;5496;"Зал 4";100;"1";"0";"0";"0"
5995;5496;"Зал 5";100;"1";"0";"0";"0"
5996;5496;"Зал 6";100;"1";"0";"0";"0"
5997;5496;"Зал 7";100;"1";"0";"0";"0"
5998;5496;"Зал 8";100;"1";"0";"0";"0"
6069;2271;"Зал IMAX 2D";0;"1";"1";"0";"0"
6121;1817;"05";50;"1";"0";"0";"0"
6122;1817;"06";54;"1";"0";"0";"0"
6136;5536;"1";59;"0";"0";"0";"0"
6137;5536;"2";53;"0";"0";"0";"0"
6138;5536;"3";105;"0";"0";"0";"0"
6139;5536;"4";60;"0";"0";"0";"0"
6140;5536;"5";36;"0";"0";"0";"0"
6141;5536;"6";47;"0";"0";"0";"0"
6142;5536;"7";47;"0";"0";"0";"0"
6143;5536;"8";47;"0";"0";"0";"0"
6144;5536;"9";47;"0";"0";"0";"0"
6145;5536;"10";48;"0";"0";"0";"0"
6147;2151;"Зал №5";311;"1";"0";"0";"0"
6151;5544;"Зал 1";395;"1";"0";"0";"0"
6152;5544;"Зал 2";204;"1";"0";"0";"0"
6153;5544;"Зал 3";204;"1";"0";"0";"0"
6154;5544;"Зал 4";204;"1";"0";"0";"0"
6155;5544;"Зал 5";204;"1";"0";"0";"0"
6156;5544;"Зал 6";204;"1";"0";"0";"0"
6157;5544;"Зал 7";120;"1";"0";"0";"0"
6158;5544;"Зал 8";222;"1";"0";"0";"0"
6159;5544;"Зал 9";222;"1";"0";"0";"0"
6160;5544;"Зал 10";202;"1";"0";"0";"0"
6168;5548;"Зал 1";106;"1";"0";"0";"0"
6169;5548;"Зал 2";106;"1";"0";"0";"0"
6170;5548;"Зал 3";233;"1";"0";"0";"0"
6171;5548;"Зал 4";183;"1";"0";"0";"0"
6172;5548;"Зал 5";219;"1";"0";"0";"0"
6173;5548;"Зал 6";135;"1";"0";"0";"0"
6174;5548;"Зал 7";135;"1";"0";"0";"0"
6175;5549;"1";125;"1";"0";"0";"0"
6176;5549;"2";125;"1";"0";"0";"0"
6177;5549;"3";125;"1";"0";"0";"0"
6178;5549;"4";125;"1";"0";"0";"0"
6203;5383;"5";77;"1";"0";"0";"0"
6267;5614;"Зал 1";219;"1";"0";"0";"0"
6268;5614;"Зал 2";219;"1";"0";"0";"0"
6269;5614;"Зал 3";423;"1";"0";"0";"0"
6270;5614;"Зал 4";423;"1";"0";"0";"0"
6271;5614;"Зал 5";232;"1";"0";"0";"0"
6272;5614;"Зал 6";232;"1";"0";"0";"0"
6273;5614;"Зал 7";163;"1";"0";"0";"0"
6274;5614;"Зал 8";183;"1";"0";"0";"0"
6275;5614;"Зал 9";174;"1";"0";"0";"0"
6276;5614;"Зал 10";232;"1";"0";"0";"0"
6277;5614;"Зал 11";232;"1";"0";"0";"0"
6278;5614;"Зал 12";232;"1";"0";"0";"0"
6279;5614;"Зал 13";165;"1";"0";"0";"0"
6280;5614;"Зал 14";165;"1";"0";"0";"0"
6281;5614;"Зал 15";203;"1";"0";"0";"0"
6282;5614;"Зал 16";203;"1";"0";"0";"0"
6283;5614;"Зал 17";78;"1";"0";"0";"0"
6284;5614;"Зал 18";75;"1";"0";"0";"0"
6285;5614;"Зал 19";99;"1";"0";"0";"0"
6286;5614;"Зал 20";50;"1";"0";"0";"0"
6287;5614;"Зал 21";50;"1";"0";"0";"0"
6288;5614;"Зал 22";495;"1";"0";"0";"0"
6308;5626;"Зал VIP";48;"1";"0";"0";"0"
6309;5626;"Зал 2";123;"0";"0";"0";"0"
6310;5626;"Зал 3";123;"0";"0";"0";"0"
6311;5626;"Зал 4";123;"0";"0";"0";"0"
6312;5626;"Зал 5";122;"0";"0";"0";"0"
6313;5626;"Зал 6";258;"1";"0";"0";"0"
6471;5736;"Зал 1";295;"1";"0";"0";"0"
6472;5736;"Зал 2";262;"1";"0";"0";"0"
6473;5736;"Зал 3";185;"1";"0";"0";"0"
6474;5736;"Зал 4";239;"1";"0";"0";"0"
6475;5736;"Зал 5";228;"1";"0";"0";"0"
6476;5736;"Зал 6";110;"1";"0";"0";"0"
6477;5736;"Зал 7";195;"1";"0";"0";"0"
6697;5896;"Зал 1";334;"1";"0";"0";"0"
6698;5896;"Зал 2";334;"1";"0";"0";"0"
6699;5896;"Зал 3";334;"1";"0";"0";"0"
6700;5896;"Зал 4";41;"1";"0";"0";"0"
6701;5896;"Зал 5";41;"1";"0";"0";"0"
6702;5896;"Зал 6";42;"1";"0";"0";"0"
6703;5896;"Зал 7";219;"1";"0";"0";"0"
6704;5896;"Зал 8";219;"1";"0";"0";"0"
6705;5896;"Зал 9";175;"1";"0";"0";"0"
6706;5896;"Зал 10";175;"1";"0";"0";"0"
6707;5896;"Зал 11";219;"1";"0";"0";"0"
6708;5896;"Зал 12";223;"1";"0";"0";"0"
6709;5896;"Зал 13";221;"1";"0";"0";"0"
6710;5896;"Зал 14";203;"1";"0";"0";"0"
6711;5896;"Зал 15";223;"1";"0";"0";"0"
6712;5896;"Зал 16";223;"1";"0";"0";"0"
6713;5896;"Зал 17";135;"1";"0";"0";"0"
6721;1820;"07";21;"1";"0";"0";"0"
6722;1820;"08";27;"1";"0";"0";"0"
7023;6100;"Зал 1";253;"1";"0";"0";"0"
7024;6100;"Зал 2";204;"1";"0";"0";"0"
7025;6100;"Зал 3";110;"1";"0";"0";"0"
7026;6100;"Зал 4";102;"1";"0";"0";"0"
7027;6100;"Зал IMAX";427;"1";"1";"0";"0"
7028;6100;"Зал 6";172;"1";"0";"0";"0"
7029;6100;"Зал 7";211;"1";"0";"0";"0"
7030;6100;"Зал 8 VIP";59;"1";"0";"0";"0"
7031;6100;"Зал 9 VIP";54;"1";"0";"0";"0"
7032;6101;"Зал 1 VIP";50;"1";"0";"0";"0"
7033;6101;"Зал 2 VIP";56;"1";"0";"0";"0"
7034;6101;"Зал 3";222;"1";"0";"0";"0"
7035;6101;"Зал 4";220;"1";"0";"0";"0"
7036;6101;"Зал 5";72;"1";"0";"0";"0"
7037;6101;"Зал 6";280;"1";"0";"0";"0"
7038;6101;"Зал IMAX";415;"1";"1";"0";"0"
7039;6101;"Зал 8";157;"1";"0";"0";"0"
7040;6101;"Зал 9";261;"1";"0";"0";"0"
7041;6101;"Зал 10";268;"1";"0";"0";"0"
7042;6101;"Зал 11";185;"1";"0";"0";"0"
7043;6101;"Зал 12";252;"1";"0";"0";"0"
7044;6101;"Зал 13";283;"1";"0";"0";"0"
7223;6210;"01";324;"1";"0";"0";"0"
7224;6210;"02";160;"1";"0";"0";"0"
7225;6210;"03";115;"1";"0";"0";"0"
7226;6210;"04";56;"1";"0";"0";"0"
7227;6210;"05";409;"1";"1";"0";"0"
7228;6210;"06";135;"1";"0";"0";"0"
7229;6210;"07";184;"1";"0";"0";"0"
7230;6210;"08";273;"1";"0";"0";"0"
7231;6210;"09";264;"1";"0";"0";"0"
7232;6210;"10";194;"1";"0";"0";"0"
7237;6214;"1";134;"1";"0";"0";"0"
7238;6214;"2";134;"1";"0";"0";"0"
7239;6214;"3";134;"1";"0";"0";"0"
7240;6214;"4";134;"1";"0";"0";"0"
7241;6214;"5";134;"1";"0";"0";"0"
7364;6293;"1";119;"1";"0";"0";"0"
7365;6293;"2";119;"1";"0";"0";"0"
7366;6293;"3";112;"1";"0";"0";"0"
7367;6293;"4";88;"1";"0";"0";"0"
7368;6293;"5";86;"1";"0";"0";"0"
7369;6293;"VIP";24;"1";"0";"0";"0"
7432;6318;"01";359;"1";"1";"0";"0"
7433;6318;"02";201;"1";"0";"0";"0"
7434;6318;"03";176;"1";"0";"0";"0"
7435;6318;"04";214;"1";"0";"0";"0"
7436;6318;"05";54;"1";"0";"0";"0"
7437;6318;"06";125;"1";"0";"0";"0"
7438;6318;"07";161;"1";"0";"0";"0"
7439;6318;"08";148;"1";"0";"0";"0"
7440;6319;"01";338;"1";"0";"0";"0"
7441;6319;"02";186;"1";"0";"0";"0"
7442;6319;"03";186;"1";"0";"0";"0"
7443;6319;"04";277;"1";"0";"0";"0"
7444;6319;"05";241;"1";"0";"0";"0"
7445;6319;"06";113;"1";"0";"0";"0"
7446;6319;"07";118;"1";"0";"0";"0"
7447;6319;"08";54;"1";"0";"0";"0"
7449;6321;"1";71;"1";"0";"0";"0"
7450;6321;"2";99;"1";"0";"0";"0"
7451;6321;"3";99;"1";"0";"0";"0"
7452;6321;"4";99;"1";"0";"0";"0"
7453;6321;"5";99;"1";"0";"0";"0"
7454;6321;"6";77;"1";"0";"0";"0"
7455;6321;"VIP";17;"1";"0";"0";"0"
7711;6441;"01";102;"1";"0";"0";"0"
7712;6441;"02";102;"1";"0";"0";"0"
7713;6441;"03";48;"1";"0";"0";"0"
7714;6441;"04";271;"1";"0";"0";"0"
7715;6441;"05";113;"1";"0";"0";"0"
7716;6441;"06";133;"1";"0";"0";"0"
7717;6441;"07";199;"1";"0";"0";"0"
7718;6441;"08";99;"1";"0";"0";"0"
7719;6441;"09";86;"1";"0";"0";"0"
8082;1321;"8";112;"0";"0";"0";"0"
8269;6882;"01";263;"0";"1";"0";"0"
8270;6882;"02";143;"1";"0";"0";"0"
8271;6882;"03";143;"1";"0";"0";"0"
8272;6882;"04";143;"1";"0";"0";"0"
8273;6882;"05";100;"0";"0";"0";"0"
8274;6882;"06";109;"0";"0";"0";"0"
8275;6882;"07";109;"0";"0";"0";"0"
8276;6882;"08";48;"0";"0";"0";"0"
8306;6908;"01";52;"0";"0";"0";"0"
8307;6908;"02";165;"1";"0";"0";"0"
8308;6908;"03";109;"1";"0";"0";"0"
8309;6908;"04";70;"0";"0";"0";"0"
8367;6941;"1";125;"1";"0";"0";"0"
8368;6941;"2";131;"1";"0";"0";"0"
8369;6941;"3";131;"0";"0";"0";"0"
8370;6941;"4";87;"0";"0";"0";"0"
8371;6941;"VIP";18;"1";"0";"0";"0"
8560;5626;"Зал IMAX";394;"0";"1";"0";"0"
8561;5626;"Зал 8";169;"1";"0";"0";"0"
8562;5626;"Зал 9";175;"0";"0";"0";"0"
8594;7078;"Зал 1";145;"0";"0";"0";"0"
8595;7078;"Зал 2";101;"0";"0";"0";"0"
8596;7078;"Зал 3";145;"0";"0";"0";"0"
8597;7078;"Зал 4 VIP";53;"1";"0";"0";"0"
8598;7078;"Зал 5 VIP";53;"1";"0";"0";"0"
8599;7078;"Зал 6";178;"0";"0";"0";"0"
8600;7078;"Зал 7 Премьер";339;"1";"0";"0";"0"
8601;7078;"Зал 8";254;"1";"0";"0";"0"
8602;7078;"Зал 9";208;"0";"0";"0";"0"
8603;7078;"Детский зал";108;"0";"0";"0";"0"
8604;7078;"Зал 11";108;"0";"0";"0";"0"
8605;7078;"Зал 12";243;"0";"0";"0";"0"
8606;7078;"Зал 13 D-Box";222;"1";"0";"0";"0"
8641;7109;"01";156;"0";"0";"0";"0"
8642;7109;"02";155;"0";"0";"0";"0"
8643;7109;"03";203;"1";"0";"0";"0"
8644;7109;"04";127;"0";"0";"0";"0"
8645;7109;"05";127;"1";"0";"0";"0"
8646;7109;"06";127;"0";"0";"0";"0"
8813;7257;"01";179;"0";"0";"0";"0"
8814;7257;"02";179;"0";"0";"0";"0"
8815;7257;"03";179;"0";"0";"0";"0"
8816;7257;"04";124;"1";"0";"0";"0"
8817;7257;"05";76;"0";"0";"0";"0"
8818;7257;"06";179;"1";"0";"0";"0"
8819;7257;"07";179;"1";"0";"0";"0"
8820;7257;"08";298;"1";"1";"0";"0"
8827;7267;"Зал №1 Black";50;"1";"0";"0";"0"
8828;7267;"Зал №2 Black";50;"1";"0";"0";"0"
8829;7267;"Зал №3 LUXE";292;"1";"0";"0";"0"
8830;7267;"Зал №4 LUXE";359;"1";"0";"0";"0"
8831;7267;"Зал №5";196;"1";"0";"0";"0"
8832;7267;"Зал №6";190;"0";"0";"0";"0"
8833;7267;"Зал №7";223;"1";"0";"0";"0"
8834;7267;"Зал №8";221;"0";"0";"0";"0"
8835;7267;"Зал №9";221;"1";"0";"0";"0"
8836;7267;"Зал №10";231;"1";"0";"0";"0"
8837;7267;"Зал №11";86;"0";"0";"0";"0"
8839;7269;"01";47;"0";"0";"0";"0"
8840;7269;"02";171;"1";"0";"0";"0"
8841;7269;"03";134;"1";"0";"0";"0"
8842;7269;"04";90;"1";"0";"0";"0"
8843;7269;"05";80;"0";"0";"0";"0"
8844;7269;"06";69;"0";"0";"0";"0"
8845;7269;"07";64;"0";"0";"0";"0"
8846;7269;"08";36;"1";"0";"0";"0"
8847;7270;"01";103;"0";"0";"0";"0"
8848;7270;"02";201;"0";"0";"0";"0"
8849;7270;"03";201;"0";"0";"0";"0"
8850;7270;"04";441;"1";"1";"0";"0"
8851;7270;"05";166;"1";"0";"0";"0"
8852;7270;"06";172;"1";"0";"0";"0"
8853;7270;"07";139;"1";"0";"0";"0"
8854;7270;"08";108;"0";"0";"0";"0"
8879;7287;"01";301;"1";"0";"0";"0"
8880;7287;"02";301;"1";"0";"0";"0"
8881;7287;"03";299;"1";"0";"0";"0"
8882;7287;"05";90;"0";"0";"0";"0"
8883;7287;"06";90;"0";"0";"0";"0"
8884;7287;"07";90;"0";"0";"0";"0"
8885;7287;"08";90;"0";"0";"0";"0"
8886;7287;"09";170;"0";"0";"0";"0"
8887;7287;"10";171;"0";"0";"0";"0"
8888;7287;"11";71;"0";"1";"0";"0"
8889;7287;"12";170;"0";"0";"0";"0"
8890;7287;"04";1;"0";"0";"0";"0"
8891;7288;"01";192;"0";"1";"0";"0"
8892;7288;"02";141;"1";"0";"0";"0"
8893;7288;"03";141;"1";"0";"0";"0"
8894;7288;"04";102;"0";"0";"0";"0"
8895;7288;"05";102;"0";"0";"0";"0"
8896;7288;"06";122;"0";"0";"0";"0"
8897;7288;"07";141;"0";"0";"0";"0"
8898;7288;"08";141;"0";"0";"0";"0"
8899;7288;"09";141;"1";"0";"0";"0"
8900;7288;"10";141;"1";"0";"0";"0"
8901;7288;"11";115;"1";"0";"0";"0"
8903;7289;"Зал №1 IMAX";305;"0";"1";"0";"0"
8904;7289;"Зал № 2 Black";40;"1";"0";"0";"0"
8905;7289;"Зал № 3 Black";40;"1";"0";"0";"0"
8906;7289;"Зал № 4";218;"1";"0";"0";"0"
8907;7289;"Зал № 5";205;"0";"0";"0";"0"
8908;7289;"Зал № 6";183;"0";"0";"0";"0"
8909;7289;"Зал № 7";218;"1";"0";"0";"0"
8910;7289;"Зал № 8";218;"1";"0";"0";"0"
8911;7289;"Зал № 9";218;"0";"0";"0";"0"
8912;7289;"Зал № 10";232;"0";"0";"0";"0"
8913;7289;"Зал № 11";196;"1";"0";"0";"0"
8914;7289;"Зал № 12";174;"0";"0";"0";"0"
8915;7289;"Зал № 13";218;"1";"0";"0";"0"
8958;7320;"01";374;"1";"1";"0";"0"
8959;7320;"02";182;"1";"0";"0";"0"
8960;7320;"03";148;"1";"0";"0";"0"
8961;7320;"04";201;"1";"0";"0";"0"
8962;7320;"05";201;"1";"0";"0";"0"
8963;7320;"06";127;"1";"0";"0";"0"
8964;7320;"07";127;"0";"0";"0";"0"
8965;7320;"08";163;"1";"0";"0";"0"
8966;7321;"01";107;"0";"0";"0";"0"
8967;7321;"02";157;"1";"0";"0";"0"
8968;7321;"03";157;"1";"0";"0";"0"
8969;7321;"04";107;"0";"0";"0";"0"
8997;7335;"01";278;"1";"0";"0";"0"
8998;7335;"02";100;"1";"0";"0";"0"
8999;7335;"03";100;"1";"0";"0";"0"
9000;7335;"04";100;"1";"0";"0";"0"
9001;7335;"05";100;"1";"0";"0";"0"
9002;7335;"06";64;"0";"0";"0";"0"
9003;7335;"07";64;"0";"0";"0";"0"
9004;7335;"08";64;"0";"0";"0";"0"
9005;7335;"09";62;"1";"0";"0";"0"
9006;7335;"10";64;"1";"0";"0";"0"
9007;7335;"11";84;"1";"0";"0";"0"
9008;7335;"12";83;"1";"0";"0";"0"
9009;7336;"01";170;"1";"0";"0";"0"
9010;7336;"02";63;"1";"0";"0";"0"
9019;7345;"01";265;"1";"0";"0";"0"
9020;7345;"02";230;"0";"0";"0";"0"
9021;7345;"03";239;"1";"0";"0";"0"
9022;7345;"04";233;"1";"0";"0";"0"
9023;7345;"05";232;"0";"0";"0";"0"
9024;7345;"06";122;"0";"0";"0";"0"
9025;7345;"07";122;"0";"0";"0";"0"
9026;7345;"08";167;"0";"0";"0";"0"
9027;7345;"09";196;"0";"0";"0";"0"
9028;7345;"10";23;"1";"0";"0";"0"
9030;7347;"01";95;"0";"0";"0";"0"
9031;7347;"02";102;"0";"0";"0";"0"
9032;7347;"03";116;"0";"0";"0";"0"
9033;7347;"04";116;"0";"0";"0";"0"
9034;7347;"05";107;"1";"0";"0";"0"
9035;7347;"06";109;"1";"0";"0";"0"
9036;7347;"07";265;"1";"0";"0";"0"
9037;7347;"08";112;"1";"0";"0";"0"
9053;7359;"01";189;"1";"0";"0";"0"
9054;7359;"02";194;"0";"0";"0";"0"
9055;7359;"03";383;"1";"0";"0";"0"
9056;7359;"04";117;"0";"0";"0";"0"
9057;7359;"05";121;"0";"0";"0";"0"
9058;7359;"06";220;"1";"0";"0";"0"
9059;7359;"07";212;"1";"0";"0";"0"
9060;7360;"01";139;"1";"0";"0";"0"
9061;7360;"02";89;"0";"0";"0";"0"
9062;7360;"03";139;"1";"0";"0";"0"
9063;7360;"04";139;"1";"0";"0";"0"
9064;7360;"05";89;"0";"0";"0";"0"
9065;7360;"06";139;"1";"0";"0";"0"
9066;7360;"07";137;"0";"0";"0";"0"
9067;7360;"08";139;"1";"0";"0";"0"
9068;7361;"01";179;"1";"0";"0";"0"
9069;7361;"02";178;"1";"0";"0";"0"
9070;7361;"03";134;"1";"0";"0";"0"
9071;7361;"04";104;"0";"0";"0";"0"
9072;7361;"05";105;"0";"0";"0";"0"
9073;7361;"06";121;"0";"0";"0";"0"
9087;7372;"01";128;"1";"0";"0";"0"
9088;7372;"02";254;"1";"0";"0";"0"
9089;7372;"03";134;"1";"0";"0";"0"
9090;7372;"04";135;"1";"0";"0";"0"
9091;7372;"05";134;"1";"0";"0";"0"
9092;7372;"06";133;"0";"0";"0";"0"
9093;7373;"01";344;"1";"1";"0";"0"
9094;7373;"02";128;"1";"0";"0";"0"
9095;7373;"03";128;"0";"0";"0";"0"
9096;7373;"04";186;"1";"0";"0";"0"
9097;7373;"05";137;"1";"0";"0";"0"
9098;7373;"06";222;"1";"0";"0";"0"
